hotel_name,location,wrote,rating,title,review_text
The Reserve At Paradisus By Melia Punta Cana,"Cordoba, Spain",February 2017,5,Excelente para ir en familia,"Muy buen hotel con gran variedad de restaurantes y actividades para todos los días y edades. Excelente la atención del personal de Kids Club, buen servicio de playa. El restaurante Aqua y Fuego muy recomendados Todo el personal es muy atento pero, especialmente con los niños tienen una atención especial."
The Reserve At Paradisus By Melia Punta Cana,"Cordoba, Spain",March 2017,5,excelente,"todo excelente, la atención, un lugar tranquilo, no mucha gente, el buffet Gaby exclusivo para the reserve es muy bueno en todo sentido, la pileta muy bien, la habitación excelente, en cambio paradisius royal muy caro para lo poco que ofrecen, la habitación vieja, sucia y mala."
The Reserve At Paradisus By Melia Punta Cana,"Cordoba, Spain",March 2017,5,Vacaciones inolvidables,"Muy bonito lugar y las personas. Muchas actividades para hacer a pesar del mal clima y hemos pasado uña vacaciones genial ,estamos muy feliz de elegir esta vacaciones en the reserve,agradecemos mucho a luis florian."
The Reserve At Paradisus By Melia Punta Cana,"Santiago, Chile",March 2017,5,Sol y playa,"Una muy buena experiencia, la comida es muy buena y la playa también. Lo recomiendo para todo tipo de viajeros. Especialmente por las actividades del hotel, en particular a Luis Florian y Melvin Concepción."
The Reserve At Paradisus By Melia Punta Cana,"Santiago, Chile",February 2017,5,Vacaciones en familia,"Las actividades son muy entretenidas, el servicio es muy bueno. Recomiendo a Melvin Concepcion por su buena atención y simpatia, ademas la unica bebida que se llama melvin se toma en chile y aignifica melon con vino 😂🎉👏☺."
The Reserve At Paradisus By Melia Punta Cana,"Santiago, Chile",March 2017,5,Vacaciones en familia,"Desde la llegada todo a sido exelente y Chevere junto a todo el personal que he tratado en el Lugar,Es mi Octava vez que Vengo a este hotel I sigue siendo mi preferido para mi y mi familia,me encanto todo los servicio de habitation y de Los chicos de actividades jose cappuccino Melvin consepcion y Luis Florian son super encantadore y servicear ,,al igual que el servicio de la pool muy bueno,sin pensar este hotel lo tecomiendo a todos"
The Reserve At Paradisus By Melia Punta Cana,"Santiago, Chile",February 2017,5,Inolvidable,"Instalaciones increíbles y un trato súper cordial.. un hotel de alta gama con instalaciones que van más de las 5 estrellas.. pero los 4 diamantes de su clasificación, los tiene si te atiende la Sra. Benita en la playa y Estefany en el Gabi club."
The Reserve At Paradisus By Melia Punta Cana,"Santiago, Chile",February 2017,5,Excelente,"Inmejorable estadía. 10 puntos en atención, comida, habitación y una playa extraordinaria con mas de 400 metros de extensión. Jardines muy lindos y bien cuidados. Altamente recomendable.Somos socios del programa."
The Reserve At Paradisus By Melia Punta Cana,"Panama City, Panama",February 2017,5,Servicio excelente,Fuimos muy bien atendidos y hemos tenido una muy cálida atención de julio moreno y Carlos san Juan con su propuesta de circle al cual nos adherimos El hotel y los servicios de primera y la gente súper amable muy buen de barras y comidas
The Reserve At Paradisus By Melia Punta Cana,"Panama City, Panama",February 2017,2,No fue lo que debía ser,"No fue lo que pagamos. Pagamos un costo alto por un servicio bajo. Mucha diferencia en los servicio, desde personas muy atentas hasta otras extremadamente mal educadas. Pedimos hablar con el manager ni nos recibió. La concierge Sofía EXCELENTE. Lo mejor del hotel. El servicio de transporte interno fue un desastre . Es todo lejos y no pasan los carritos a buscarte y cuando pasan no paran, es mas estando con una nena de 2 años no hicieron bajar de un carrito en el medio del hotel sin llevarnos hasta la habitación! Fue un señor llamado Julio Lopez, maleducado , y soberbio, nos bajo literalmente del carrito, nunca vivimos algo igual. Los mozos de los restaurante algunos respetuosos y atentos y otros no te traían ni la bebida, teniendo que salir a buscar a un bar! En la playa gracias"
The Reserve At Paradisus By Melia Punta Cana,"Panama City, Panama",February 2017,5,Vacaciones ESPECTACULARES!!! INCREÍBLES!!!,"Vinimos con mi familia y amigos a tHe reserve del Paradisus . Estuvo todo increíble , no paramos de divertirnos !! El lugar es espectacular, súper cómodo y bien ambientado . Las bebidas y comidas todo riquísimo y súper bien la Atencionnn! Naomi , Melvin , Luis en especial son lo masss!!! Súper alegres y divertidos siempreee! Todos los chicos y chicas del sector a la orden y predispuestos siempre , un placer haberlos conocidos a todos!! El kids Zone es muy completo e impecable , los chicos: Katy, Martina , Benyaniris, Miguel , Jack, Lorenil, Helen son súper amorosos y reciben espectacular a todos los niños! Recomiendo 100 x 100 el resort para disfrutar en familia!"
The Reserve At Paradisus By Melia Punta Cana,"Panama City, Panama",February 2017,5,Excelente TODO!!!!!,"Vinimos en familia y la pasamos super!!! Naomi de la reserva es lo más!!! La mejor onda de la pile!!! Melvin las actividades muy buenas y recomendables! La barra de bebidas INCREIBLE!! Todo tan rico! Emilio , Jose reinososo, Luis de la playa La atención sobre todo para destacar muy amables y divertidos siempre haciéndonos sentir bien! Arami y mackerson los chicos de agua spinning nos hicieron pasarla genial! Y las chicas del kids fueron Un amor con mis nenas de 2 años, 8 años y 11 años, Katy, Martina, benyaneris, Miguel, jack, lorenil, y Helen! Gracias a todos por habernos echo pasar unas excelentes vacaciones!!!!"
The Reserve At Paradisus By Melia Punta Cana,"Panama City, Panama",February 2017,5,La atención personalizada es excelente,"La infraestructura del Ressort es excelente al igual que la atención personalizada que uno recibe. El departamento, armónicamente arreglado y equipado, ofrece al huésped una cálida estadía, con una vista excelente a la zona de piletas."
The Reserve At Paradisus By Melia Punta Cana,"Adrogue, Argentina",February 2017,5,Muy buena estadía!,El hotel muy lindo. Las habitaciones con salida directa a las piletas. La atención de las personas que trabajan en the reserve es excelente. La comida perfecta. Siempre te sorprenden. Agradezco a Sulenny Gil que como todos los años nos recibe y atiende mejor que nadie!!!
The Reserve At Paradisus By Melia Punta Cana,"Adrogue, Argentina",February 2017,5,Excelente,"Muy bonito, muy lujoso la comida super buena y las atenciones tragos muy bueno show super cool las habitaciones muy cómodas, el minibar tenia mucha variedad me atendieron Rubert Perez y oscar Santana excelentes personad"
The Reserve At Paradisus By Melia Punta Cana,"Adrogue, Argentina",February 2017,5,Destino perfecto para familia con niños,"Fuimos toda la familia, dos adultos y tres niñas de 7,5 y 1 año respectivamente. La experiencia no pudo haber sido mejor. Tanto las instalaciones como el servicio fueron increíbles. Nos quedamos en la Paradisus Suite de The Reserve. Pieza grande y con todas las comodidades para los cinco. Destacamos: - Kids Zone: INCREÍBLE. Mención especial a TODO EL PERSONAL DE ESTA ZONA. Siempre contentos y con un muy buen manejo de los niños, siempre animando y liderando las actividades. Nuestras hijas de 7 y 5 estuvieron fascinadas con el lugar y las actividades que tenían como por ejemplo: Pintura con dedos, fiestas temáticas y Paseos a la Playa. Para menores de 2 años tienen una guardería súper completa y limpia. - GERMANIA de la zona de piscina de The Reserve: Constantemente dispuesta a"
The Reserve At Paradisus By Melia Punta Cana,"Adrogue, Argentina",January 2017,3,Lugar correcto para vacaciones,"Ante todo uno debe saber que va a de vacaciones a un lugar gigantesco, donde moverse desde su habitación a la playa le puede robar 30 minutos de su día (al no ser que intenten mejorar el transporte interno) el establecimiento es correcto , la atención del personal en algunos casos rayaba con lo cómico pero era suplido por un humor, una disposición y una amabilidad que hacia olvidar todo. La comida correcta, los restaurants incluidos en el All Inclusive correctos, las bebidas correctas (Al no se que quiera pagar para obtener mejor calidad) La playa correcta , las instalaciones deportivas (tennis, básquet) un desastre. Siempre que voy a Punta Cana pienso lo mismo, que linda la Riviera Maya..."
The Reserve At Paradisus By Melia Punta Cana,"Adrogue, Argentina",February 2017,5,Tercera vez en el Paradisus,"Como siempre un servicio excelente en La Reserva del Paradisus Punta Cana. Muy fácil check in en salon VIP,habitación en suite muy confortable conectada a otra suite. Mis nietos utilizaron el Kid Zone, no solo la instalaciones sino que participaron de todas las actividades . Mi esposa e hija asistieron a taller de pintura, velas y pintura con las manos como a clases de yoga y streching. La comida en Gabi Beach y Gabi en La Reserva excelente tanto para el almuerzo como desayuno. Fuimos a todos los restaurantes en los 7 días que estuvimos siempre para la cena. En la Villa 43 en la Reserva una atención super excelente por parte de Angie Parra y Tammy Vasquez y de nuestro conserje Luis Amarante. Como siempre el animador de todo el tiempo Melvin que hace la estadía en el resort muy"
The Reserve At Paradisus By Melia Punta Cana,"Santiago, Chile",February 2017,5,"Muy buenas instalaciones, muy buen servicio.","La habitación es impecable. La playa paradisiaca. Buena disposición del personal. La comida es buena, en algunos casos muy buena. Destaco al personal del bar de la pileta en The Reserve, que nos atendió siempre con una sonrisa y muy bien."
The Reserve At Paradisus By Melia Punta Cana,"Santiago, Chile",February 2017,5,The Reserve y Paradisus Punta Cana,"Hotel Paradisus y The Reserve...., muy cómodo, con buenas comodidades y de calidad..., con buenos y varios restaurantes a la carta y también buffet.., Gaby Beach y Gaby Club. Pero la verdad lo que lo hace muy agradable y 5 estrellas es la gente que trabaja en Paradisus y The Reserve, muy atentos, felices de atenderte y que estés agradado. Paradisus es un excelente resort.., pero como todo lo es por la gente que trabaja y atiende!!! Gracias a: - María y Octavio de Gaby Club - Isael de Guest Services - Junior y Marcelo del bar de la piscina - Kelvi del bar principal de Paradisus Lo pasamos excelente en familia y esperamos volver por una sexta vez a República Dominicana."
The Reserve At Paradisus By Melia Punta Cana,"Santiago, Chile",January 2017,5,Excelente all inclusive,"Excelente la atención recibida. Los cuartos grandes con excelente baño, destacándose el jacuzzi, No así la ducha que es floja para todo lo bueno que es el resto. Las piletas grandes y varias lo que permiten no encontrarse con mucha gente. Muchos restaurants. Muy linda la playa. Vale la pena ir."
The Reserve At Paradisus By Melia Punta Cana,"Santiago, Chile",February 2017,5,Experiencia increíble,"El hotel es maravilloso y las camaristas muy cordiales. Un cariño especial a la supervisora Gladis Jiménez y la camarista Yohaira Martins que cuidaron tan bien de la limpeza de mi cuarto, mismo después de mucha arena de la playa."
The Reserve At Paradisus By Melia Punta Cana,"Santiago, Chile",January 2017,5,Excelente hotel !!,"Nos alojamos durante 14 días , por consiguiente conocimos cada lugar del hotel , muy buenos la variedad de restaurantes , el personal muy calificado en especial Naomi se animación . La pileta es brillante al igual q lo cómodos lugares para reparar del sol . Volvería a ir"
The Reserve At Paradisus By Melia Punta Cana,"Buenos Aires, Argentina",January 2017,5,"""Nuestra segunda casa""","No hay palabras para calificar a la gente de The reserve. Es un lugar donde estas como en tu casa, un lugar donde en cada momento estan un paso delante tuyo para que todo sea magico. Festeje nuevamente el cumpleaños de mi hijo. Un cumple divertido, gente linda que hicieron de el una cara llena de sonrisas. Todos, desde los chicos de la playa, piscina, gaby, spa, mayordomos, hg, recepcion de la villa y Jefes ""hicieron de mi y mi familia nuevamente las vacaciones soñadas."" Hasta la proxima..."
The Reserve At Paradisus By Melia Punta Cana,"Buenos Aires, Argentina",January 2017,4,Gaby club,"Como siempre es un placer desayunar y comer ahí. Las habitaciones son preciosas .quiero destacar la esmerada y amorosa atención de María ARIAS ,JANCY CASTILLO , JENNIFER DEL RESTO VENTO . CHICOS SON GRANDIOSOS ! Un lujo como siempre !"
The Reserve At Paradisus By Melia Punta Cana,"Buenos Aires, Argentina",January 2017,5,Servicio,"Excelente lugar para ir de vacaciones! Un paraiso! Altamente recomendable el servicio Family concierge, especialmente la atencion de Sandra Villanueva que nos hizo sentir como en casa, atenta a cada detalle para que nuestra estadia sea genial!!! Esperamos volver pronto!"
The Reserve At Paradisus By Melia Punta Cana,"Buenos Aires, Argentina",January 2017,5,Un paraiso,"Las mejores vacaciones, todos los empleados del hotel, súper cordiales y serviciales, Raynold Tamayo de actividades en la animación de la piscina es un genio, incansable La comida súper buena y sana 👍👍👍👍👍"
The Reserve At Paradisus By Melia Punta Cana,"Buenos Aires, Argentina",January 2017,4,Muy lindo algunos detalles para cambiar,"Hola llegue ayer de punta cana nos hospedamos ahí mi pareja y mi hija el complejo explectacular , la comida 9 puntos , floja la parte del sushi no lo saben hacer parece chicle pero hay muchas cosas para comer , me hospedé en la reserva family concierge ese es otro punto a mirar a mi parecer nos atendió Sofía una divina ellos te dan un celular para q estés en contacto con ella y te haga las reservas de lo q vos nesexites en la semana q vas a estar cenas , spa , el club kids flojo , o mi hija no tuvo feeling con las chicas de ahí , otro punto a ver es el tema de la bebida todo excelente pero por lo q pagas podrían tener un surtido mejor en cerveza solo president y tirada no hay latas ni botellas lo comento porque es la única bebida q consumo , recomiendo ir al wine bar q abrieron"
The Reserve At Paradisus By Melia Punta Cana,"Martinez, Argentina",January 2017,5,El paraiso,"Reserve en Paradisus Pta cana y cuando llegue me ofrecieron un upgrade a The reserve. Nos alojamos en una master suite con jacuzzi muy buena. El servicio de la habitacion es muy buenony el frigobar completo. El sector de la playa podria mejorar un poco, no hay actividades y tampoco palapas como las del Paradisus con heladerita. El transporte que te busca tarda demasiado. El servicio de comidas y concierge funciona estupendamente. No hay actividades para chicos adolescentes 11 a 15 lo que hace q tu descanso sea un poco escaso. Todos los restos son excelente Destaco la ensalada de pulpo de Vento y el cordero. IMPERDIBLE. The Grill: muy buena carne , y tienen un lugar de ensaladas que te podes servir langosta . NAOS: no es muy bueno la comida de media noche tipo snack"
The Reserve At Paradisus By Melia Punta Cana,"Martinez, Argentina",January 2017,5,Vacaciones inolvidables!,"El servicio, la comodidad y el buen gusto hicieron de nuestras vacaciones un descanso verdadero. Nuestro mayordomo Luis, la comida del Hydro Grill con las delicias y la atencion de Luis Peña #food , las delicias del Gabi y todos los restaurantes, los y las meseras, nuestra camarera y una playa y piscina impecables hicieron la combinación perfecta!!! Muchas gracias!!! Volveremos!!!"
The Reserve At Paradisus By Melia Punta Cana,"Martinez, Argentina",January 2017,4,Muy bien The Reserve P Cana.,"Para destacar la atención de todo su staff, excelente disposición de todos. Para destacar especialmente a Yarol Rijo, Reynold. Yarol muy atento a todos los detalles, excelente. Reynol divertido y agradable, sin ser invasivo. Muy bien ambos. Habitación muy bien, rápidos para solucionar cualquier inconveniente que se diera. Profesionales. Solo creo que deberían mejorar algunos menús en restaurantes y ambientación. Y mas variedad en cervezas, no solo Presidente. Pero muy bien en general, recomendable."
The Reserve At Paradisus By Melia Punta Cana,"Martinez, Argentina",January 2017,5,Vacaciones inolvidables,"Paradisus Resort nos dejó encantados. El staff, servicio y habitacion estuvo increíble. Ofrecen varias actividades durante el transcurso del día que no podes perderte, luis florian, melvin concepción, silvio la antigua,Henry betances."
The Reserve At Paradisus By Melia Punta Cana,"Martinez, Argentina",January 2017,5,Buenos tiempos,"La pasamos súper bien con la familia entera gracias a Raynol Tamayo y al grupo de actividades. Nos enseñaron a bailar, gozar. Un chico súper amable y divertido. Con gusto regresamos son todos muy amables"
The Reserve At Paradisus By Melia Punta Cana,"Houston, Texas",January 2017,4,Linda Experiencia,"Nos hospedamos en familia por una semana. Realmente el hotel es excelente, tiene solo algunos detalles que tendrían que mejorar LO MEJOR Habitación Master Suite. Muy amplia, buena limpieza, súper silenciosa. Restaurante VENTO. Excelente comida y atención. El mejor salmón y tiramisu que comí en mi vida. Lo atienden los mismos chicos del GABI club, que son súper simpáticos y muy serviciales. Vinos de la casa. Son muy buenos, no hace falta pagar un vino de la carta para poder disfrutar una buena comida. GABI CLUB también excelente atención y comida. Se nota una diferencia en la comida de The Reserve con respecto al GABI Beach y restaurantes cercanos. Se cuidan más los detalles en The Reserve. AMBIENTACIÓN: el hotel tiene una decoración estilo oriental. La arquitectura es"
The Reserve At Paradisus By Melia Punta Cana,"Houston, Texas",January 2017,4,Volver a el paraíso,"Lo hemos pasado muy bien, la playa muy bien, las actividades para niños muy entretenidas, todo perfecto para relajarse. Los show podrían ser hasta más tarde, y algunos servicios podrían mejorar, pero en general todo muy bien. Lo que más me gustó fue la celebración de reyes, me encantó, volví a mi infancia con eso. Luis Florian, Emilio Valdes, José Reinoso, Kathy y Michelle del Kids zone, José Fernandez y Naomi."
The Reserve At Paradisus By Melia Punta Cana,"Houston, Texas",January 2017,5,Gran servicio,"Muy buenas vacaciones, quede impresionada con lo hermoso que es el lugar y sobretodo con el servicio de las personas. Muy buenas las actividades sobre todo los talleres de pintura, quiero destacar el buen servicio y gracias Raynold Tamayo por su atención y amistad nos hace sentir como en casa quiero destacar mucha personas que hicieron de nuestra vacaciones lo mejor Luis florian, melvin Concepción, súper"
The Reserve At Paradisus By Melia Punta Cana,"Houston, Texas",January 2017,5,Magnífica vacaciones,"La pasamos muy bien, en especial en la clase de pintura. Muy buenas actividades y hermosas piscinas en especial Raynold Tamayo súper divertido y muy respetuoso estamos muy agradecidos de el servicio de todos muy buen te frio"
The Reserve At Paradisus By Melia Punta Cana,"Houston, Texas",November 2016,5,Ideal para familias con niños,"Lo mejor del hotel fue el Kids Zone. La dedicación de Martina, Katy, Jack, Benya, Natali, Francina y Michele hizo que mis hijas disfrutaran cada actividad. Durante nuestra estadía mis hijas cumplieron años y estos muchachos hicieron una fiesta que para ellas fue toda una sorpresa. Muchas gracias!! Hicieron que a pesar de las fuertes lluvias que soportamos en nuestra estadía, mis hijas se divirtieran en todo momento."
The Reserve At Paradisus By Melia Punta Cana,La Coruña,January 2017,5,Vacaciones en familia,"Ha sido una muy buena experiencia. La playa increíble y la piscina también! La comida exquisita, sobre todo los desayunos en gabi beach. Los show son muy entretenidos aunque podrían realizarse más tarde ya que no alcanzamos a cenar y ver el show. El baile luego del show es muy entretenido y se pasa muy bien. Luis florian"
The Reserve At Paradisus By Melia Punta Cana,La Coruña,January 2017,5,Excelentes Vacaciones,"Vine con mi hermana y el servicio de la piscina, las comidas y las actividades son de excelente calidad. Destaco especialmente a la atención de Wander Roa, muy atento a toda hora. Esperamos volver pronto para seguir disfrutando."
The Reserve At Paradisus By Melia Punta Cana,La Coruña,January 2017,5,Mejores vacaciones,"Pasamos excelente, las instalaciones son geniales y la gente mejor. Conocimos a Raynol Tamayo quien estuvo pendiente de nosotros todo el tiempo y nos hizo el paseo excelente. Esperamos regresar pronto."
The Reserve At Paradisus By Melia Punta Cana,La Coruña,January 2017,5,Volver al Paraiso,"Otro año más hemos disfrutado de este maravilloso hotel.Vuelvo a destacar la magnífica atencion de las concierges, los camareros del Gaby Club, sobre todo Wilson, las camareras de habitacion, destacando a Maria, y todo el personal que con su atención y educación, hacen la estancia más agradable.Destaco al chef Gabriele, que con su cocina nos alegra el paladar, destaco la exquisita cena de Nochevieja que nos sirvió en el restaurante Vento. Para finalizar, destaco la calidad humana y la profesionalidad del Sr. Alonso, que consigue que la estancia sea perfecta.Gracias a todos de nuevo."
The Reserve At Paradisus By Melia Punta Cana,La Coruña,January 2017,5,Superandose,"2 año viajando al The Reserve at Paradisus Punta Cana. Villa distinta a año pasado en 2 piso y ha mejorado dentro lo bien que ya estaba el servicio de consierge. Buen servicio de mini bar y habitación. En la playa acotada para The Reserve han instalado un bar con baños muy necesitado para servicio de esta zona. Los desayunos y bufé del Gabi club , no confundir con el Gabi playa más masificado , muy variado y mejorado. Se nota el nuevo Chef italiano Gabriele. El personal que nos atendió y a la ya sabida cordialidad dominicana se les nota trabajar como más a gusto y más profesionalidad Enhorabuena a la dirección de The Reserve con D Adrian a la cabeza por este salto cualitativo percibido en este caso por la posibilidad de comparar con año anterior"
The Reserve At Paradisus By Melia Punta Cana,"Medellin, Colombia",December 2016,5,Christmas holidays,"Maravillosa estancia en el hotel, estupendo servicio y comida. José A. Capuchino encargado de las actividades de los adolescentes nos ha ayudado mucho a toda la familia! Mis hijos están felices con el y todas las actividades que nos ha proporcionado. Volveremos!"
The Reserve At Paradisus By Melia Punta Cana,"Medellin, Colombia",December 2016,5,Fabulosa experiencia. Altísimo valor humano.,"Mi familia y yo hemos disfrutado de unos días de vacaciones verdaderamente maravillosos. Gran parte de esta fabulosa experiencia ha venido motivada por la atención y buen hacer de todo el personal que trabaja en ""The Reserve at Paradisus Punta Cana"". Estas letras son un agradecimiento a todos los que con su cariño, amabilidad y buen trato han sido capaces de crear ese entorno en el que nos hemos sentido ""especiales"". Entre todos estos buenos profesionales de la hostelería hemos tenido la oportunidad de conocer a Danny y a sus compañeros del Restaurante Passion, donde degustamos una fabulosa cena en la que descubrimos numerosos ""sentidos"" y ""gustos"" de los cuales no eramos conscientes que poseíamos. Siguiendo en la restauración también fuimos gratamente atendidos por Luis Peña en"
The Reserve At Paradisus By Melia Punta Cana,"Medellin, Colombia",December 2016,5,Family concierge,"Estuvimos una semana en The Reserve at Paradisus Punta Cana, y habíamos está en años previo, y debo decir que fue maravillosa esta experiencia. El family concierge llamado Yarol estuvo siempre atento y presto a nuestras necesidades durante la estadía. Recomiendo altamente este hotel y volvería con mi familia sin dudar."
The Reserve At Paradisus By Melia Punta Cana,"Medellin, Colombia",December 2016,5,Kids zone,"Hay una parte en el hotel que se llama kids zone y va de 1 año a 12 años. Yo vine con mi familia y nos las pasamos genial en el ares del kids zone con personas muy Divertidas Jack, Miguel (El Flaco), Martina, Kathy, Mitchelle, Virginia, Francinacon excelente jefa Natali fueron súper especiales... Espero volver pronto!!!"
The Reserve At Paradisus By Melia Punta Cana,"Medellin, Colombia",December 2016,5,Absolutamente recomendado,"un excelente y exclusivo hotel para quienes vamos en familia a descansar, las habitaciones en the reserve son mas recomendadas ya que son muy amplias, exclusivas y con un servicio de primera. Desde el check in YURANDY BAUTISTA fue el perfecto anfitrión, la playa GABI Beach es magica, nos sentimos super atendidos por Jensy Rijo con los mejores cocteles. El mini bar de la habitacion con lo mejor en bebidas ademas que Hennry siempre recargaba los M &M´s para mi hijo. Realmente un hotel absolutamente recomendado que hace un conjunto perfecto con el paradissus punta cana ya que quedan practicamente juntos que se puede ir caminando , son dos hoteles en uno, la zona the reserve es mas exclusiva pero los dos son un complemento perfecto. tiene convenio con el club COCOTAILque esta en"
The Reserve At Paradisus By Melia Punta Cana,"Buenos Aires, Argentina",November 2016,4,"Buen hotel, buen staff,buena ubicación","Nuestra experiencia fue buena a pesar de inconvenientes climáticos de la temporada en que los visitamos. El staff de atención, animación y servicio se esmeró por cumplir todos nuestros requerimientos y compensar por los inconvenientes climáticos. En general la impresión fue buena, el hotel es muy lindo y se conserva bastante bien."
The Reserve At Paradisus By Melia Punta Cana,"Buenos Aires, Argentina",April 2016,5,increible,"Tuve la oportunidad de visitarlo y es fascinante. El hotel es muy bueno y el servicio es excelente, una ,uy buena experiencia, sin duda volveria con mi familia, es unico con muchas atracciones. Gracias hotel"
The Reserve At Paradisus By Melia Punta Cana,"Buenos Aires, Argentina",December 2016,5,Buenas vacaciones,"Raynold es buen animador es muy alegre y en cualquier cosas esta para servirte es un buen trabajador y amigo tambien lo mas importante en este resort es la atencion y el respecto que nos brindan ya que venimos de muy lejos, gracias RAYNOL TAMAYO por hacer de nosotros una buenas vacaciones"
The Reserve At Paradisus By Melia Punta Cana,"Buenos Aires, Argentina",December 2016,5,estupendas vacaciones,"me gusta mucho el hotel el trabajador ""Raynold Tamayo "" de entretenimiento es muy divertido es muy bueno con los huespeds saca a bailar a los que estan sin animos es muy buen hombre y compañero yo que viajo desde Mexico me gusta mucho el hotel cuando sea grande me quiero venir de vacaciones muy buen hotal y todos muy jentiles"
The Reserve At Paradisus By Melia Punta Cana,"Buenos Aires, Argentina",December 2016,5,Very cool,"Muy Hermoso resort pero lo que lo hacen mejor son las personas los empleados, atención, carisma, respecto, y servicio gracias a una persona muy especial fue una grandes vacaciones esta persona es muy amable y recomendable el chico de actividades Raynold Tamayo muy buena persona gracias por todo amigo"
The Reserve At Paradisus By Melia Punta Cana,,December 2016,5,Excelente,"Fui hace mas de un año, y el hotel es muy lindo, la parte de la reserva tiene más accesos y es un lugar más tranquilo. Con zona kids. Super recomendable. Muy buena comida. Y el servicio de los empleados muy destacable."
The Reserve At Paradisus By Melia Punta Cana,,December 2016,5,El verdadero paraíso,Estuvimos en el hotel 6 días y todo funciona maravilloso! Agradecer a Luis Santana por atendernos cada mañana de manera espectacular en el bar de la playa en la zona de H20 y traernos cada día nuestros bananas mamas de manera muy gentil y atenta. Agradecer tambien a Junior del club melia por su atención y cumplir a la perfeccion nuestros requerimientos. Felicitaciones a todos se nota que realizan su trabajo con cariño!!!
The Reserve At Paradisus By Melia Punta Cana,,December 2016,5,Las mejores vacaciones!,"Un hotel increible! Perfecto para relajarse y disfrutar. Servicio exelente, la gente amablísima!!! Habitaciones lujosas y instalaciones también. Los trabajadores simpatiquísimos!!! Un placer, volveremos! Luis florian.oscar santana,cesar cueva."
The Reserve At Paradisus By Melia Punta Cana,,December 2016,5,Perfecto,"Muy bien todo. Recomendable 100%. Servicio excelente, habitaciones muy lujosas y confortables. La playa esta muy cerca y es preciosa. La animación del hotel es genial, muy divertida y los trabajadores son encantadores.luis florian,oscar Santa a."
The Reserve At Paradisus By Melia Punta Cana,,December 2016,5,Excelente,"El servicio excelente del hotel nuestro mayordomo Hilario Vazquez y los siguientes Tammy, Angie, Luis Amarante y Junior Segura. Los restaurantes comidas exquisitas con un servicio sin duda en Martin Berazategui de nuestros mozos Samuel y Martin.. Servicio de playa de Emilio Valdez, Ramón Ramirez, Jairo Minier, Josue Camilo, Benita Mercedes y Luis Santana. Mil gracias por todo"
The Reserve At Paradisus By Melia Punta Cana,Caracas,December 2016,5,Excelente,Muy buena imagen y la amabilidad de la recepcion y el grupo de mayordomo excelente y servicio de habitacion .Los Gabi club muy bueno en atencion y la comida y el servicio de playa muy bueno en atencion.amabilidad y porsobretodo el mayor de los respeto a la familia siempre muy predispuesto en su servicio. Servicio mayordomo y recepcion las siguientes personas Hilario.Angie.Thammy y en la playa luis santana.ramon ramirez.emilio valdez joshue camilo .benita mercedes y jairo minier.Es un lugar para recomendar y buscar estas personas recomendales y decearles en este 2017 unas muy felices fiestas y augurios a toda la Gran Familia de Paradisus PuntaCana Resort
The Reserve At Paradisus By Melia Punta Cana,Caracas,December 2016,5,Excelente,"La estadía en el hotel fue extraordinaria, el servicio fue muy bueno tanto como los restaurantes, como servicio de limpieza, la piscina muy bonita, personas muy amable pero no puedo finalizar sin hablar antes del servicio de los chicos de la playa citando sus nombres: Josue Camilo, Jairo Minier, Ramón Ramirez, Emilio Valdez y Rannely Polanco... Si van a la playa busquenlo a ellos y pasaran unas excelentes vacaciones."
The Reserve At Paradisus By Melia Punta Cana,Caracas,December 2016,5,Un viaje maravilloso,"Una gran maravillosa vacaciones en este paraíso grandioso la pasamos super muchas carísimas, atención, y el respecto que muestran es muy bueno las personas trabajan de manera profesional gracias Raynold Tamayo de actividades , Ramon Ramirez Emilio valdez, melvin concepcion, Luis bello son todos muy agradable gracias por ser tan calidos✌🏼️✌🏼️✌🏼️😬"
The Reserve At Paradisus By Melia Punta Cana,Caracas,November 2016,5,Excelente Hotel!!,"Excelente hotel para disfrutar de la mejores vacaciones en familia. Un hotel hermoso, muy bien mantenido y con instalaciones de primera calidad. El servicio es muy bueno. Las habitaciones son espaciosas y confortables!!"
The Reserve At Paradisus By Melia Punta Cana,Caracas,December 2016,5,Lbel 💆🏻,"Excelente atención y servicio sobre todo de parte de raynol tamayo en su clase de baile, el señor santos frias muy buena atención en la piscina, todas las personas de atencion son excelentes. Super 👍🏼👍🏼👍🏼"
The Reserve At Paradisus By Melia Punta Cana,"Province of Girona, Spain",December 2016,5,Excelente sitio,"Lo mejor del Resort es Raynol Tamayo y Santos Frias. Super amables, carismáticos y serviciales. Ahora ya se bailar bachata.los mejores de el todo resort el personal muy buenos muy buena comida todos muy buenos"
The Reserve At Paradisus By Melia Punta Cana,"Province of Girona, Spain",December 2016,5,Buenas vacaciones,"Raynol Tamayo el mejor maestro de bachata, merengue y salsa! Woooow! Buena atencion muy alegre amigable ademas muy buen servicio de las demas personas muy agradable con gusto regresar a este paraiso ..."
